Category,Food Name,熱量(kcal),水分(g),粗蛋白(g),粗脂肪(g),飽和脂肪(g),灰分(g),總碳水化合物(g),膳食纖維(g),糖質總量(g),葡萄糖(g),果糖(g),半乳糖(g),麥芽糖(g),蔗糖(g),乳糖(g),鈉(mg),鉀(mg),鈣(mg),鎂(mg),鐵(mg),鋅(mg),磷(mg),銅(mg),視網醇當量(RE)(ug),β-胡蘿蔔素(ug),α-維生素E當量(α-TE)(mg),維生素B1(mg),維生素B2(mg),菸鹼素(mg),維生素B6(mg),維生素B12(ug),葉酸(ug),維生素C(mg),脂肪酸S總量(mg),脂肪酸M總量(mg),脂肪酸P總量(mg),亞麻油酸(18:2)(mg),次亞麻油酸(18:3)(mg),其他脂肪酸(mg),反式脂肪(mg),酥胺酸(Thr),胱胺酸(Cys),纈胺酸(Val),甲硫胺酸(Met),異白胺酸(Ile),白胺酸(Leu),酪胺酸(Tyr),苯丙胺酸(Phe),離胺酸(Lys),組胺酸(His),精胺酸(Arg),色胺酸(Trp),膽固醇(mg),酒精含量(g),醣類熱量%,脂肪熱量%,蛋白質熱量%,酒精熱量%
水果類,"北蕉(11月取樣)",90.231,74.187,1.593,0.0719,,0.7379,23.4102,1.4991,,,,,,,,0.128,462.9549,2.9791,26.6762,0.6274,0.3407,30.8777,,0,0,0.335,0.061,0.049,0.221,0.517,,,17.334,,,,,,,,,,,,,,,,,,,,,,93.40106748,0.666958119,5.931974401,
水果類,"北蕉(0天,綠皮)",90.4728,74.353,1.303,0.2554,0.0984,0.7672,23.3214,1.9519,9.165,2.894,2.837,,0,3.434,0,0.282,362.774,3.557,28.313,0.366,0.261,23.269,,4.3845,26.302,0.3241,0.059,0.0305,0.2708,0.451,,,11.475,98.38008,120.038,36.98192,28.06846,8.91346,0,,,,,,,,,,,,,,,,92.79808218,2.362806915,4.839110903,
水果類,"北蕉(1天)",87.1529,75.38,1.432,0.2886,0.1237,0.6978,22.2016,1.7198,13.019,4.449,4.25,,0,4.32,0,0.301,349.15,3.588,28.923,0.369,0.246,20.671,,4.5544,27.321,0.3329,0.055,0.0397,0.3482,0.544,,,6.424,123.72282,120.0576,44.81958,34.51656,10.30302,0,,,,,,,,,,,,,,,,91.70755632,2.77166113,5.520782553,
水果類,"北蕉(3天)",83.6957,76.351,1.361,0.2992,0.1149,0.7059,21.2829,1.7325,11.887,4.73,4.518,,0,2.639,0,0.344,320.866,3.86,26.668,0.337,2.659,19.933,,0,0,0.533,0.052,0.0412,0.3502,0.557,,,4.757,114.86288,134.01168,50.32544,34.88672,15.43872,0,,,,,,,,,,,,,,,,91.54405344,2.992153576,5.46379298,
水果類,"北蕉(7天)",67.8757,80.659,1.287,0.2485,0.0953,0.7301,17.0754,1.6123,10.846,4.917,4.535,,0,1.394,0,0.223,302.686,4.934,25.356,0.33,2.246,20.253,,0,0,0.5575,0.051,0.0394,0.2485,0.541,,,4.29,95.2749,113.68875,39.53635,26.3907,13.14565,0,,,,,,,,,,,,,,,,90.56471679,3.064343862,6.370939352,
水果類,"李林蕉(2007年取樣)",102.1755,70.984,1.418,0.3465,0.151,0.9985,26.253,2.6162,19.8249,8.1628,7.7097,,0,3.9524,0,0,394.875,21.352,35.233,0.345,0.867,20.415,,0,0,0.176,0.036,0.0497,0.3674,0.423,,,12.007,150.987375,119.206395,76.2993,51.139935,25.159365,0,,,,,,,,,,,,,,,,92.49850882,2.838454841,4.663036344,
水果類,"李林蕉(2012年取樣)",110.6234,68.321,1.474,0.087,,0.9673,29.1507,3.2781,18.918,5.072,4.771,,0,9.075,0,0.628,386.367,16.631,58.305,0.449,0.264,32.981,,7.8209,46.916,0.286,0.051,0.0612,0.6688,0.271,,25.218,8.278,,,,,,,,,,,,,,,,,,,,,,94.86470985,0.658260666,4.477029488,
水果類,"南華蕉",124.085,64.808,1.142,0.1,0,0.7803,33.1697,2.9011,19.4063,9.6471,9.7592,,0,0,0,0.231,304.7935,6.9574,36.6735,0.15,0.312,37.2385,,0.3334,2,0.1345,0.043,0.0226,1.525,0.209,,,24.4585,0,0,0,0,0,0,,,,,,,,,,,,,,,,96.23313173,0.674537398,3.092330872,
水果類,"紅皮蕉(2004年取樣)",92.9853,73.384,1.287,0.2912,0.1251,1.0868,23.951,2.1378,19.3878,7.771,7.8054,,0,3.8114,0,0.316,375.69,8.0563,34.2802,0,0.406,19.1608,,0,0,0.2295,0.06,0.0461,1.3715,0.619,,,6.626,125.093696,28.368704,137.7376,84.509152,53.228448,0,,,,,,,,,,,,,,,,92.72824133,2.621215336,4.650543338,
水果類,"紅皮蕉(2012年取樣)",97.7854,72.109,1.281,0.2216,0.1162,0.9366,25.4518,2.7484,18.237,8.325,7.915,,0,1.997,0,0.651,371.087,9.991,44.589,0.377,0.145,21.105,,33.392,200.312,0.142,0.04,0.0286,0.3166,0.352,,30.588,10.347,116.24028,35.380656,69.979064,39.726232,30.252832,0,,,,,,,,,,,,,,,,93.70156487,1.896797879,4.40163725,
水果類,"蛋蕉(2023年取樣)",87.4042,75.04,1.068,0.01,0.0077,0.6231,23.2589,1.0698,18.311,4.598,4.485,0,0,9.228,0,3.381,339.31,2.787,17.044,0.301,0.316,16.88,0.1078,64.4222,386.456,0.7468,0.036,0.0507,0.0225,0.27,,31.043,10.49,7.70229,0.85796,1.43973,0.64391,0.79582,0,0,44.0886,6.7383,54.8561,7.1427,38.6152,75.7991,31.7568,41.3217,60.7368,62.2187,49.5589,10.5906,,,95.79862391,0.095761967,4.105614123,
水果類,"酪梨(綠皮)",64.9787,86.1113,1.6293,3.6922,1.0824,0.6226,7.9446,3.3947,0.9083,0.2671,0.6412,,0,0,0,2.0583,251.4956,6.2672,18.8113,0.3365,0.6639,32.5114,,42.4521,199.6947,1.1422,0.0467,0.1039,1.4968,0.2317,,,9.9293,1082.36843,1693.05831,916.77326,858.658032,58.115228,0,,,,,,,,,,,,,,,,44.01527011,47.55974425,8.424985644,
水果類,"酪梨(室溫存放0天)",80.0423,84.962,1.455,5.9116,1.6761,0.5399,7.1315,4.2357,0.3221,0.1614,0.1607,,0,0,0,0.408,290.721,2.918,20.074,0,0.497,28.175,,14.2295,85.36,1.1209,0.061,0.1754,1.1013,0.393,,,20.221,1676.115948,3127.059052,1102.395168,1013.130008,89.26516,6.029832,,,,,,,,,,,,,,,,32.07479366,61.81743521,6.107771127,
水果類,"酪梨(室溫存放3天)",84.4824,84.837,1.365,6.8229,2.002,0.645,6.3301,2.9079,0.3303,0.2193,0.111,,0,0,0,0.309,360.939,2.515,19.206,0,0.511,34.211,,10.1267,60.748,1.4868,0.057,0.2164,1.7807,0.462,,,12.002,2002.043547,3658.643667,1155.662802,1070.444781,85.218021,6.481755,,,,,,,,,,,,,,,,26.97408111,67.59709797,5.428820924,
水果類,"酪梨(室溫存放6天)",92.2151,83.243,1.517,7.5884,2.1993,1.0952,6.5564,5.7391,0.8766,0.5061,0.3705,,0,0,0,0.548,384.521,4.347,23.86,0,0.579,38.303,,7.9239,47.534,1.5436,0.06,0.1676,2.3144,0.402,,,5.101,2199.345972,4001.666856,1379.95054,1273.257636,106.692904,7.360748,,,,,,,,,,,,,,,,25.59564344,68.87693018,5.527426385,
水果類,"榴槤",131.7274,64.719,2.7187,1.8612,0.7055,0.9749,29.7262,3.1876,18.391,1.283,1.838,0,0.327,14.943,0,1.7409,459.2791,22.8968,26.03,0.3049,0.5174,27.5226,0.1621,2.7931,16.7553,2.0548,0.204,0.1927,0.8107,0.3208,0,138.045,44.2917,705.5008884,851.3463816,304.3694808,169.0360452,135.3334356,0,5.89,50.2784,47.6067,83.5909,11.8004,63.2394,97.6134,52.6397,59.741,91.777,32.0376,73.2197,15.7993,0,,81.23922832,11.82612309,6.934648583,
水果類,"開英種1號鳳梨",56.1664,84.375,0.624,0.2061,,0.2547,14.5402,0.9735,,,,,,,,0.0265,191.0207,4.0931,6.9668,0.2731,0.3893,8.3973,,0,0,0.065,0.098,0.03,0,0.133,,,10.904,,,,,,,,,,,,,,,,,,,,,,93.19576145,3.071331753,3.732906801,
水果類,"鳳梨平均值(雜交種)",52.6628,85.1745,0.7379,0.1454,0.0542,0.3404,13.6018,1.0525,11.5986,3.0197,3.3731,,0,5.2059,0,0.339,162.2599,10.4463,12.2033,0.3333,0.4366,10.7251,0,2.9308,17.5812,0.0221,0.0809,0.0403,0.2009,0.1517,,11.2155,12.0359,54.1510312,62.019643,29.0288192,9.273612,19.7552072,0.202106,,,,,,,,,,,,,,,,92.98111674,2.310924394,4.707958871,
水果類,"甘蔗鳳梨",57.4048,83.801,0.693,0.0732,,0.304,15.1288,1.4499,,,,,,,,0.0633,121.8987,8.7007,13.903,0.4254,0.3562,9.9259,,0,0,0.015,0.061,0.037,0,0.123,,3.81,11.702,,,,,,,,,,,,,,,,,,,,,,94.87645328,1.067303658,4.056243059,
水果類,"甜蜜蜜鳳梨",42.3321,87.864,0.978,0.093,,0.4351,10.6299,0.9354,,,,,,,,0.4058,224.6703,17.0761,12.5557,0.4138,0.8737,15.0173,,10.2254,61.34,0.02,0.118,0.036,0.361,0.2438,,,6.031,,,,,,,,,,,,,,,,,,,,,,90.3985696,1.838816048,7.762614355,
水果類,"金鑽鳳梨",50.4379,85.842,0.501,0.1262,0.0536,0.2813,13.2495,1.0816,9.4739,3.1811,3.5492,,0,2.7436,0,0.5375,132.892,4.9215,11.921,0.1075,0.2105,8.2635,0,1.4978,8.9848,0.0263,0.0705,0.0324,0.0257,0.096,,18.621,23.513,53.563066,38.854456,33.782478,11.946092,21.836386,0,,,,,,,,,,,,,,,,94.5682582,2.094248498,3.337493304,
水果類,"牛奶鳳梨",60.4765,83.191,0.7795,0.2892,0.0927,0.3412,15.3991,0.743,13.7233,2.8582,3.197,,0,7.6681,0,0.3495,169.5785,11.087,10.4335,0.3865,0.306,9.6935,,0,0,0.0273,0.074,0.0558,0.4169,0.144,,,6.8975,92.66691,157.674732,38.060166,9.51468,28.545486,0.803976,,,,,,,,,,,,,,,,91.66663856,4.002554117,4.330807327,
水果類,"釋迦",104.1989,70,2.2,0.144,0.0552,1.1,26.556,2.7,15.976,7.588,8.336,0,0,0.052,0,7,390,18,29,0.3,0.2,46,,0,0,,0.02,0.14,0.3,0.046,,,99,55.154592,18.347328,67.444992,39.67992,27.765072,3.053088,0,,,,,,,,,,,,,,,91.74916275,1.156711089,7.094126156,
水果類,"鳳梨釋迦",102.1751,71.484,1.5105,0.415,0.1524,0.5832,26.0073,1.7216,19.599,3.945,4.044,,0,11.61,0,2.3035,257.9313,14.578,25.8307,0.4888,0.1708,26.1574,,0,0,0.1595,0.099,0.1022,0.6714,0.209,,17.312,27.279,152.4461,26.7094,235.84865,121.595,114.25365,0,,49.148,6.253,65.867,9.593,48.046,87.733,27.447,47.286,65.286,27.041,56.41,9.97,,,91.63315802,3.399604855,4.967237128,
水果類,"桑葚",31.9989,91.046,1.137,0.3676,0.1598,0.4767,6.9727,1.2778,3.7935,1.8196,1.9739,,0,0,0,0.786,180.271,41.4314,11.4845,0.405,0.239,23.8843,,5.3784,32.264,0.5558,0.029,0.0805,0.849,0.036,,,9.209,159.792044,23.669764,184.141868,158.998028,25.14384,0,,,,,,,,,,,,,,,,78.44568924,9.615382452,11.93892831,
水果類,"桑葚汁",25.1552,92.747,0.815,0.155,0,0.4165,5.8665,0.3863,3.7649,1.7891,1.9758,,0,0,0,0.48,141.072,26.7668,9.6264,0,0.271,16.2735,,4.9895,29.931,0.4257,0.024,0.0457,0.9361,0.029,,,8.57,0,0,0,0,0,0,,,,,,,,,,,,,,,,83.95656555,5.157393218,10.88604123,
水果類,"草莓",38.6848,88.9717,0.963,0.2439,0.0866,0.5415,9.2799,1.7605,6.084,2.88,3.204,,0,0,0,6.7619,198.6042,16.104,13.5095,0.3444,0.0926,22.8838,0.0017,2.5193,15.113,0.3523,0.024,0.042,0.7776,0.0563,,82.813,69.181,86.599134,60.818904,96.479523,54.484821,41.994702,0,,,,,,,,,,,,,,,,86.35865237,5.277124226,8.364223402,
水果類,"土芭樂",39.1794,88.8,0.74,0.1,,0.4,9.96,5,,,,,,,,5,150,4,6,0.14,0.16,15,,15.5031,93,,0.03,0.01,0.5,0.0272,,,80.7,,,,,,,,,,,,,,,,,,,,,,91.51748113,2.136326743,6.346192132,
水果類,"芭樂平均值(白肉)",39.9848,88.6011,0.6901,0.0982,0.0607,0.3762,10.2344,3.4795,5.5305,1.91,2.542,0,0,1.0785,0,1.4848,160.4003,7.5493,5.9333,0.145,0.182,13.2237,0.0439,5.6678,34.0001,0.2619,0.0295,0.0292,0.7258,0.0972,0,54.7935,128.894,60.7375838,7.5165226,29.9464828,24.6122588,5.334224,0,0,16.62,2.72,18.75,1.2,13.27,25.47,10.43,12.89,24.28,8.18,16.02,0,0,,92.14528326,2.055631043,5.799085696,
水果類,"番石榴(珍珠拔)(有機)",39.8257,88.61,0.576,0.06,0.0508,0.3684,10.3856,3.7968,5.876,1.952,2.582,0,0,1.342,0,0,155.58,4.21,5.74,0.12,0.08,11.7,0.0439,2.3365,14.016,0.264,0.023,0.028,0.6004,0.04,0,54.002,109.69,50.78268,4.2669,4.95048,4.95048,0,0,0,16.62,2.72,18.75,1.2,13.27,25.47,10.43,12.89,24.28,8.18,16.02,0,0,,93.87943269,1.260994152,4.85957316,
水果類,"世紀芭樂",39.7046,88.6667,0.662,0.068,,0.3502,10.2531,3.4427,,,,,,,,0.4396,159.9023,15.3291,6.1129,0.2214,0.2616,12.6578,,2.572,15.429,0.2275,0.0325,0.0395,0.9885,0.2472,,,131.1835,,,,,,,,,,,,,,,,,,,,,,92.96434875,1.433484852,5.602166397,
水果類,"珍珠芭樂",41.9639,88.1277,0.7225,0.1649,0.0644,0.386,10.5989,3.6784,5.185,1.868,2.502,,0,0.815,0,0.4996,176.1187,6.6582,5.8803,0.1385,0.1863,13.5369,,2.7598,16.5555,0.2941,0.0325,0.0394,0.8142,0.0745,,55.585,193.7025,64.416536,13.516853,86.96826,69.053524,17.914736,0,,,,,,,,,,,,,,,,90.92596907,3.289052128,5.784978801,
水果類,"泰國芭樂",38.445,89,0.8,0.1,,0.4,9.7,3,,,,,,,,5,150,4,6,0.1,0.2,15,,15.003,90,,0.03,0.01,0.5,0.027,,,81,,,,,,,,,,,,,,,,,,,,,,90.83105735,2.177136169,6.991806477,
水果類,"無子芭樂",33.4051,90.399,0.74,0.0016,,0.2746,8.5848,2.9429,,,,,,,,0.1583,114.7677,4.224,5.4721,0,3.4548,12.0041,,5.684,34.097,0.125,0.028,0.021,0.52,0.047,,,93.144,,,,,,,,,,,,,,,,,,,,,,92.5167292,0.040089721,7.443181083,
水果類,"紅心芭樂",42.0341,88.027,0.757,0.1089,0.0327,0.3907,10.7164,3.9322,5.31,1.35,1.93,,0,2.03,0,1.182,165.753,5.046,6.273,0.193,0.171,15.033,,61.8642,371.111,0.3835,0.037,0.0449,1.0007,0.141,,,214.37,32.678712,38.373093,37.849284,29.64258,8.206704,0,,,,,,,,,,,,,,,,91.78044287,2.16846327,6.05109386,
水果類,"楊桃平均值",32.0281,90.8332,0.5262,0.0706,,0.3286,8.2414,1.2545,6.336,2.905,3.431,,0,0,0,0.3201,151.9026,1.6455,6.2689,0.1702,0.3669,9.2355,0.0941,3.6013,21.6036,0.1926,0.0284,0.0274,0.298,0.055,,6.128,44.3401,,,,,,,,,,,,,,,,,,,,,,92.634712,1.845017206,5.520270798,
水果類,"楊桃(2月取樣)",29.3672,91.6,0.438,0.0734,,0.3105,7.5781,1.4723,,,,,,,,0.0877,136.1605,1.8256,4.4502,0.2357,0.4847,8.7452,,0,0,0.1461,0.023,0.025,0.526,0.03,,,43.02,,,,,,,,,,,,,,,,,,,,,,92.89670741,2.091987121,5.011305471,
水果類,"楊桃(4月取樣)",32.095,90.653,0.651,0.0722,,0.484,8.1398,1.497,6.336,2.905,3.431,,0,0,0,0.435,168.312,2.698,7.908,0.095,0.148,10.326,0.0941,5.2429,31.451,0.3355,0.019,0.0319,0.3138,0.045,,6.128,57.828,,,,,,,,,,,,,,,,,,,,,,91.30182894,1.882894115,6.815276944,
水果類,"楊桃(5月取樣)",34.4451,90.246,0.636,0.127,,0.3118,8.6792,0.9377,,,,,,,,0.3473,170.9523,1.875,6.3303,0,0.1828,10.482,,0,0,0.1073,0.03,0.025,0.087,0.069,,,36.467,,,,,,,,,,,,,,,,,,,,,,90.7099913,3.086043953,6.203964747,
水果類,"楊桃(9月取樣)",33.4224,90.492,0.468,0.036,,0.2405,8.7635,1.3721,,,,,,,,0.4848,133.2694,1.1793,6.3692,0.2294,0.7313,9.0625,,3.4322,20.589,0.3086,0.039,0.025,0.288,0.111,,,52.1275,,,,,,,,,,,,,,,,,,,,,,94.39358035,0.901551056,4.704868591,
水果類,"楊桃(11月取樣)",30.8111,91.175,0.438,0.0444,,0.296,8.0466,0.9933,,,,,,,,0.2457,150.819,0.6496,6.2868,0.291,0.2875,7.5618,,9.3315,55.978,0.0653,0.031,0.03,0.275,0.02,,,32.258,,,,,,,,,,,,,,,,,,,,,,94.01738362,1.206150984,4.776465392,
水果類,"美國紅葡萄",68.6178,81.0665,0.443,0.4035,,0.3781,17.7089,0.5,,,,,,,,7.9209,166.2969,5.0046,5.8208,0.2136,0.0158,25.4341,,3.1673,19,0.0753,0.0335,0.013,0.1,0.0505,,,2.5875,,,,,,,,,,,,,,,,,,,,,,92.90887505,4.921892369,2.169232582,
水果類,"巨峰葡萄",63.5451,82.3543,0.52,0.2633,0.1083,0.3085,16.5539,0.2401,15.568,7.4211,8.1469,,0,0,0,0.9866,121.7084,4.8369,3.5081,0.1014,0.057,14.1992,0.0302,0.53,3.1793,0.067,0.0317,0.0132,0.1546,0.0553,,3.666,2.163,108.2913405,99.7051275,55.3022155,47.5348655,6.490345,0,,19.209,5.248,15.947,1.554,11.831,19.802,7.843,22.612,26.346,14.571,51.252,0,,,93.78233188,3.468123195,2.749544925,
水果類,"綠葡萄平均值",57.9343,83.7315,0.5188,0.1533,,0.3441,15.2524,0.3709,,,,,,,,3.6363,149.6809,3.4695,4.257,0.2474,0.2171,19.5473,,50.6567,293.8855,0.1277,0.0485,0.0135,0.025,0.0575,,,3.2185,,,,,,,,,,,,,,,,,,,,,,94.77639992,2.214762359,3.008837726,
水果類,"美國綠葡萄",63.9579,82.003,0.5385,0.1935,,0.4514,16.8136,0.3857,,,,,,,,7.0882,163.6054,4.4551,5.5639,0.2912,0.207,23.2924,,92.5175,545,0.1733,0.055,0.014,0.05,0.045,,,4.538,,,,,,,,,,,,,,,,,,,,,,94.63873236,2.532282361,2.828985279,
水果類,"意大利葡萄",51.9108,85.46,0.499,0.113,,0.2368,13.6912,0.356,,,,,,,,0.1844,135.7564,2.4838,2.95,0.2035,0.2272,15.8021,,7.1299,42.771,0.082,0.042,0.013,0,0.07,,,1.899,,,,,,,,,,,,,,,,,,,,,,94.94815816,1.821991853,3.229849991,
水果類,"美國紅葡萄(含皮)",61.3069,82.7151,0.4385,0.145,,0.4181,16.2833,0.8013,,,,,,,,1.1939,214.3884,6.9182,6.2194,0.7308,0.324,19.4972,,0.0008,0.0045,0.1048,0.043,0.0215,0.0975,0.1095,,,1.6215,,,,,,,,,,,,,,,,,,,,,,95.61711579,1.979630674,2.403253533,
水果類,"美國紫葡萄(含皮)",80.4128,77.2799,0.444,0,,0.3536,21.9225,0.7408,,,,,,,,0.6748,228.3121,7.418,6.9355,0.7971,0.2808,20.7581,,2.3563,14.135,0.2923,0.052,0.025,0,0.07,,,3.76,,,,,,,,,,,,,,,,,,,,,,98.14477389,0,1.855226106,
水果類,"美國黑葡萄(含皮)",62.6744,82.377,0.592,0.177,,0.4085,16.4455,0.8224,,,,,,,,0.3481,213.3385,8.9768,6.4545,0.6371,0.2613,25.4408,,1.5353,9.21,0.3172,0.066,0.022,0.096,0.111,,,2.589,,,,,,,,,,,,,,,,,,,,,,94.46247679,2.363787709,3.173735501,
水果類,"美國綠葡萄(含皮)",86.9466,75.498,0.581,0.395,,0.8348,22.6912,0.8334,,,,,,,,0.9027,264.253,9.6018,7.5292,0.3143,0.1842,22.6266,,0.878,5.267,0.3453,0.061,0.02,0,0.086,,,5.286,,,,,,,,,,,,,,,,,,,,,,93.95225554,3.802505054,2.245239407,
水果類,"無子紅葡萄(含皮)",71.6646,79.859,0.46,0.108,,0.3466,19.2264,0.6281,,,,,,,,3.1072,194.1903,12.4644,7.8463,0.3241,0.4097,19.6011,,8.9351,53.6,0.262,0.041,0.02,0,0.0635,,,4.013,,,,,,,,,,,,,,,,,,,,,,96.58191073,1.261375909,2.156713356,
水果類,"黑美人葡萄(含皮)",65.5083,81.5695,0.5135,0.1409,,0.3862,17.3899,0.5247,,,,,,,,0.2129,186.9309,8.3738,7.3243,0,0.5505,24.4785,,36.7649,220.545,0.1645,0.0485,0.014,0,0.048,,,1.816,,,,,,,,,,,,,,,,,,,,,,95.56591831,1.800279363,2.633802329,
水果類,"金香葡萄(含皮)",60.1749,82.98,0.63,0.062,,0.3449,15.9831,0.5416,,,,,,,,0.2428,205.3138,7.3892,6.0023,0.3975,0.1182,25.8378,,0.617,3.701,0.1775,0.051,0.022,0.131,0.091,,,4.076,,,,,,,,,,,,,,,,,,,,,,95.61986808,0.862386144,3.517745771,
水果類,"葡萄乾",306.1048,14.53,3.19,1.4504,0.2301,2.15,78.6796,5.91,43.544,19.791,23.405,0,0.206,0.142,0,14,710,55,33,1.53,0.54,117,,0,0,,0.072,0.035,1.18,0.0293,,,0.688,230.10596,1049.277376,171.016664,150.580528,20.436136,0,0,,,,,,,,,,,,,,,92.53254199,3.965912224,3.501545784,
水果類,"蓮霧平均值(粉紅色種)",39.4115,89.1243,0.3857,0.2669,0.0873,0.256,9.9671,0.7957,5.1823,2.321,2.7693,0,0,0.092,0,1.8747,91.4013,2.5515,5.1949,0.0543,0.1433,7.8285,0.0144,1.4768,8.859,0.1588,0.0287,0.0192,0.401,0.035,0,24.291,8.8087,87.2642895,76.9841022,13.683963,13.683963,0,0,0,9.73,1.81,9.75,1.03,7.17,12.67,8.7,7.24,15.04,6.45,37.74,0,0,,91.04345652,5.66828206,3.288261423,
水果類,"蓮霧(紅寶石)",32.9007,91.074,0.339,0.3295,0.0781,0.2009,8.0566,0.6712,7.49,3.34,4.15,,0,0,0,2.113,83.486,1.811,4.832,0.133,0.263,7.664,,1.6487,9.89,0.1845,0.041,0.0136,0.0293,0.081,,,7.579,78.121155,200.695155,50.680395,50.680395,0,0,,,,,,,,,,,,,,,,88.15540939,8.382538191,3.46205242,
水果類,"蓮霧(黑金剛)",33.8464,90.329,0.473,0.0613,0,0.3189,8.8178,0.9232,0,0,0,,0,0,0,0.741,94.998,3.6134,5.4327,0,0.167,7.8014,,0,0,0.119,0.028,0.0269,1.1674,0.004,,,10.097,0,0,0,0,0,0,,,,,,,,,,,,,,,,93.78853156,1.515908275,4.695560162,
水果類,"蓮霧(黑珍珠)",51.4874,85.97,0.345,0.41,0.3049,0.2482,13.0268,0.7927,8.057,3.623,4.158,0,0,0.276,0,2.77,95.72,2.23,5.32,0.03,0,8.02,0.0144,2.7817,16.687,0.173,0.017,0.0172,0.0063,0.02,0,24.291,8.75,304.94775,105.05225,0,0,0,0,0,9.73,1.81,9.75,1.03,7.17,12.67,8.7,7.24,15.04,6.45,37.74,0,0,,91.08344608,6.665128426,2.251425495,
水果類,"華寶大西瓜(花蓮)",33.1023,90.639,0.654,0.059,,0.2005,8.4475,0.6905,7.7963,1.1223,2.4429,,0,4.2311,0,1.44,116.009,16.961,10.03,0.286,0.457,10.8,,37.9303,227.536,0.0545,0.046,0.0259,0.1916,0.042,,,7.894,,,,,,,,,,,,,,,,,,,,,,91.86983249,1.491831225,6.638336283,
水果類,"西瓜平均值(紅肉小瓜)",32.5907,90.8049,0.7784,0.1213,0.0412,0.2509,8.0445,0.3389,7.4652,1.6519,3.5976,,0,2.2158,0,1.4365,121.2847,7.1827,11.3101,0.2241,0.2031,11.6796,0,68.685,412.0273,0.047,0.0426,0.0451,0.2386,0.1428,,5.0605,6.8094,41.188628,58.6139795,21.496786,21.088005,0.408781,0,,,,,,,,,,,,,,,,88.85976011,3.115228006,8.025011886,
水果類,"皇宮西瓜",32.3959,90.859,0.69,0.1134,0.0487,0.2464,8.0912,0.2546,7.7028,0.9091,2.8653,,0,3.9284,0,0.9055,114.9468,7.2712,10.9114,0.2124,0.3607,12.609,,43.3008,259.753,0.035,0.038,0.0259,0.099,0.2035,,,6.589,48.67695,55.343736,9.37818,8.613864,0.764316,0,,,,,,,,,,,,,,,,89.91366124,2.929872745,7.156466017,
水果類,"紅鈴西瓜",34.0299,90.3677,0.8387,0.0688,,0.2148,8.51,0.3219,7.6921,2.0391,4.0645,,0,1.5885,0,2.2113,97.4798,6.115,9.7462,0.2184,0.2226,7.7128,0,68.0214,408.0467,0.0457,0.0373,0.0462,0.2359,0.1489,,6.165,7.0487,,,,,,,,,,,,,,,,,,,,,,90.02674355,1.692206569,8.281049882,
水果類,"黑美人西瓜",36.465,89.68,0.912,0.0839,,0.2412,9.0829,0.2964,8.907,1.8393,3.7216,,0,3.3461,0,1.6611,110.7101,11.4827,12.7188,0.2387,0.2291,15.0285,,28.1089,168.6195,0.0442,0.048,0.0248,0.5402,0.1297,,,6.456,,,,,,,,,,,,,,,,,,,,,,89.6707454,1.925799924,8.403454677,
水果類,"鳳光西瓜",27.4719,92.313,0.673,0.2189,0.0547,0.3011,6.494,0.4825,5.559,1.82,3.739,,0,0,0,0.968,162.002,3.862,11.864,0.227,0,11.368,0,135.3087,811.69,0.063,0.047,0.0833,0.0794,0.089,,3.956,7.144,54.696543,104.719571,59.483886,59.483886,0,0,,,,,,,,,,,,,,,,85.09940331,6.669341402,8.231255292,
水果類,"無籽西瓜",32.8436,90.522,0.875,0.0451,,0.3562,8.2017,0.5683,7.3471,1.3148,3.1812,,0,2.8511,0,0.61,150.288,15.226,15.965,0.334,0.443,22.528,,61.2086,367.178,0.0326,0.053,0.0319,0.2374,0.042,,,7.874,,,,,,,,,,,,,,,,,,,,,,89.89913928,1.149346964,8.95151376,
水果類,"西瓜平均值(黃肉小瓜)",29.0044,91.6968,0.679,0.038,0.0126,0.2516,7.3347,0.2516,7.86,2.622,4.591,0,0,0.647,0,1.5732,98.5578,9.4532,11.4639,0.2384,0.2905,9.7878,,0.0834,0.5,0.1,0.0295,0.0283,0.1185,0.0623,,,5.421,12.617026,10.622634,14.093516,11.545806,2.54771,0.666824,0,,,,,,,,,,,,,,,91.03757289,1.096591485,7.865835621,
水果類,"小玉西瓜",34.368,90.2085,0.791,0.06,0.0199,0.2716,8.6689,0.296,7.86,2.622,4.591,0,0,0.647,0,2.4225,93.7878,5.2946,11.6851,0.2578,0.2314,9.0187,,0.1667,1,0.035,0.024,0.0345,0.05,0.0425,,,6.715,19.92162,16.77258,22.25292,18.23022,4.0227,1.05288,0,,,,,,,,,,,,,,,90.80551676,1.461243017,7.733240223,
水果類,"金蘭西瓜",23.6408,93.185,0.567,0.016,,0.2315,6.0005,0.2072,,,,,,,,0.7238,103.3277,13.6117,11.2427,0.219,0.3495,10.5569,,0,0,0.165,0.035,0.022,0.187,0.0821,,,4.127,,,,,,,,,,,,,,,,,,,,,,91.37492576,0.566477333,8.058596903,
水果類,"嘉寶瓜",40.2228,88.74,0.78,0.2,,0.3,9.98,0.38,,,,,,,,9,80,3,7,0.52,0.22,18,,396.9126,2380,,0.03,0.03,0.07,,,,6.9,,,,,,,,,,,,,,,,,,,,,,89.32247382,4.16181867,6.515707509,
