Category,Food Name,Alternative Name,Calorie (kcal),Carbs (g),Protein (g),Fat (g),Water (g),Ash (g),Fibre (g),Sugar (g),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Iron (mg),Zinc (mg),Phosphorus (mg),Copper (mg),Vitamin A(RE) (ug),β-Carotene (ug),Vitamin E(α-TE) (mg),Vitamin B1 (mg),Vitamin B2 (mg),Nicotin (mg),Vitamin B6 (mg),Vitamin B12 (ug),Folic acid (ug),Vitamin C (mg),SFA (mg),MUFA (mg),PUFA (mg),LA (mg),ALA (mg),Thr (mg),Cys (mg),Val (mg),Met (mg),Ile (mg),Leu (mg),Tyr (mg),Phe (mg),Lys (mg),His (mg),Trp (mg),Trans Fat (mg),Cholesterol (mg),Alcohol (g),CalCalories(kcal),Carbs%,Fat%,Protein%,Alcohol%
水果類,"萊姆","無子檸檬 Lime",37.6843,7.6738,0.521,0.9926,90.537,0.2756,1.8647,0.907,1.356,107.844,22.785,6.651,0.261,0.153,15.258,0.038,1.7597,10.556,0.544,0.034,0.025,0.0897,0.036,,17.856,28.106,328.362006,126.169386,538.078534,360.651284,177.42725,,,,,,,,,,,,,,,37.684302,0.733081908,0.220464797,0.046453295,
水果類,"檸檬汁平均值"," Lemon juice",30.6394,7.0459,0.45,0.4495,91.7403,0.3144,0.1797,1.2317,1.0913,122.9201,11.4763,8.9519,0.0318,0.147,12.2017,,0,0,0.317,0.0345,0.0174,0.4175,0.0478,,,40.8228,110.3455075,88.430135,250.726605,147.431505,103.2951,,,,,,,,,,,,,,,30.639555,0.827859282,0.122792743,0.049347975,
水果類,"檸檬汁(黃皮)"," Lemon juice",29.8739,7.1598,0.478,0.2978,91.703,0.3614,0.0563,1.7108,1.066,102.144,11.259,7.254,0,0.096,9.9715,,0,0,0.3805,0.034,0.028,0.7259,0.054,,,42.339,50.423496,34.616272,212.760232,120.078916,92.681316,,,,,,,,,,,,,,,29.873946,0.862801319,0.083436785,0.053761897,
水果類,"檸檬汁(綠皮)"," Lemon juice",31.4048,6.9319,0.422,0.6012,91.7775,0.2674,0.303,0.7525,1.1165,143.6962,11.6936,10.6497,0.0636,0.198,14.4319,,0,0,0.2535,0.035,0.0067,0.109,0.0416,,,39.3065,193.37598,166.664664,241.165368,151.959312,89.206056,,,,,,,,,,,,,,,31.404804,0.794618556,0.160231664,0.04514978,
水果類,"萊姆汁","無子檸檬 Lime",34.1966,8.0535,0.3125,0.4963,90.8985,0.2392,0.3004,1.193,0.4928,108.2283,10.5475,7.8293,0.1154,0.2393,13.0117,0.0224,0.1871,1.1225,0.1561,0.0235,0.0133,0.1396,0.0297,,13.163,14.952,183.412628,82.395726,230.491646,162.453879,68.037767,,,,,,,,,,,,,,,34.196631,0.84782036,0.121474861,0.030704779,
水果類,"紅甘蔗汁","甘蔗汁、高貴蔗汁、果蔗汁、干蔗汁、薯蔗汁、竹蔗汁 Sugarcane",76.1557,20.235,0.505,0.1927,78.818,0.2493,0.0549,17.961,0.478,21.51,22.559,16.74,0.637,0.547,10.976,0.0248,2.3983,14.387,0.074,0.018,0.013,0,0.248,,8.039,1.327,96.606291,29.847303,66.246406,56.626822,9.619584,,,,,,,,,,,,,,,76.155699,0.956540363,0.021178967,0.02228067,
水果類,"紅甘蔗汁(有機,2023年取樣)","甘蔗汁、高貴蔗汁、果蔗汁、干蔗汁、薯蔗汁、竹蔗汁 Sugarcane; Noble sugar cane",71.9862,18.8488,0.203,0.412,80.11,0.4262,0.0553,16.734,0,123.35,19.71,22.84,0,0.51,41.7,0.0347,5.4484,32.684,0.079,0.013,0,0.214,0.187,,10.285,1.59,150.412136,47.064408,214.522632,183.176436,31.346196,3.2554,1.0158,8.4467,0.796,4.3453,5.11,2.3941,4.0267,4.6552,2.4263,0,0,,,71.9862,0.942620669,0.047904182,0.009475149,
水果類,"人心果","吳鳳柿,沙漠吉拉,查某囝仔,人蔘果 Sapodilla",82.512,20.5,0.6,0.8,77.5,0.6,9,,10,250,18,10,0.2,0.1,10,,3.334,20,,0,0.01,0.3,0.033,,,39,,,,,,,,,,,,,,,,,,,,82.512,0.894415358,0.081151832,0.02443281,
水果類,"可可椰子汁平均值","椰子汁,越王頭汁 Coconut juice; Coco palm juice; Coconut terr juice",17.4086,4.4142,0.1405,0.1249,94.7715,0.5489,0.0132,3.43,9.7805,236.5235,17.0532,9.3311,0,0.0437,9.9115,0.0168,0,0,0,0.0268,0.0033,0.0805,0.009,,9.4825,1.4913,124.9,0,0,0,0,1.3592,0.4554,3.5289,0.2165,1.6552,2.1751,1.3123,1.9756,1.7638,1.7625,0,0,,,17.408613,0.912830907,0.060051481,0.027117611,
水果類,"可可椰子汁(屏東)","椰子汁,越王頭汁 Coconut juice; Coco palm juice; Coconut terr juice",15.9585,3.8146,0.101,0.2254,95.36,0.499,0.0263,3.43,3.12,232.25,18.07,6.35,0,0,8.6,0,0,0,0,0.048,0,0.1002,0.005,,13.446,2.15,225.4,0,0,0,0,1.3592,0.4554,3.5289,0.2165,1.6552,2.1751,1.3123,1.9756,1.7638,1.7625,0,0,,,15.958518,0.860515995,0.118218872,0.021265133,
水果類,"可可椰子汁(進口)","椰子汁,越王頭汁 Coconut juice; Coco palm juice; Coconut terr juice",18.8587,5.0138,0.18,0.0244,94.183,0.5988,0,,16.441,240.797,16.0364,12.3122,0,0.0874,11.2229,0.0336,0,0,0,0.0055,0.0065,0.0607,0.013,,5.519,0.8325,,,,,,,,,,,,,,,,,,,,18.858708,0.957100561,0.010829374,0.032070065,
水果類,"蛋黃果","仙桃 Peach; Egg apple; Egg-fruit; Canistel",105.6234,27.2831,1.405,0.3206,70.3455,0.6458,6.1032,,2.7636,288.7133,19.6134,11.3691,0.6338,0.7835,20.076,,47.4989,284.9365,3.627,0.064,0.0375,1.4375,0.3165,,,35.1505,,,,,,,,,,,,,,,,,,,,105.623382,0.929899783,0.025405568,0.044694649,
水果類,"無花果"," Figs",66.9899,16.5482,1.16,0.4204,81.267,0.6044,2.4692,6.119,9.4,287.64,36.15,17.44,0,0,23.81,0.0637,2.4595,14.754,0.6156,0.028,0,0,0,0,61.931,1.349,228.8245608,71.6714736,119.9039656,82.0322316,37.871734,19.5737,5.4765,28.8108,0.3813,19.7708,29.8973,13.5471,16.1804,26.1069,8.6201,0,0,0,,66.989868,0.889291497,0.05252657,0.058181933,
水果類,"無花果乾","無花果 Dried figs",328.0326,77.8,3.56,4.3,11.45,2.89,13.29,,9.66,897.78,363.31,95.92,4.47,0.805,67.13,,1.1136,6.68,1.9256,0.134,0.07,0.79,0.9418,,83,5.18,502.8893,778.9149,3018.1786,1517.255,1500.9236,102.85,78.91,132.67,24.56,100.39,170.72,79.45,110.54,124.53,67.33,0,,,,328.0326,0.853817578,0.109717754,0.036464668,
水果類,"黃金果","黃晶果 Abiu, Caimito",44.4768,10.9617,0.927,0.227,87.687,0.1973,0.9431,10.53,0,99.12,3.341,7.22,0,0,12.09,0.0382,0,0,0.2567,0,0.0432,0,0,0,19.341,4.469,102.099606,69.2123,39.450557,39.450557,0,14.7518,4.3122,18.7161,2.3035,12.657,21.7215,9.703,13.6411,23.1594,7.1483,0,0,0,,44.47683,0.887251182,0.042718647,0.070030171,
水果類,"菠蘿蜜","天波羅,樹波羅 Jack Fruit",107.7522,28.4135,1.016,0.2449,69.33,0.9956,2.6894,23.668,0,469.08,18.48,34.95,0,0,23.82,0.1071,6.9877,41.918,0.1245,0.084,0.0549,0.971,0.07,0,45.538,0,127.8943719,54.5105767,62.4950514,11.6851586,50.8098928,33.2782,10.4845,48.1807,2.3952,37.9499,53.5783,34.3955,49.1782,56.714,16.659,9.184,0,0,,107.752173,0.949295009,0.019023403,0.031681588,
水果類,"榴槤蜜","尖百達,尖蜜拉,小樹菠蘿,小波羅蜜 Chempedak",123.815,32.6365,1.608,0.11,64.58,1.0655,3.3211,21.399,0,474.17,19.24,24.48,0.45,0.11,21.08,0.0707,14.269,85.597,1.064,0.113,0.1003,0.0722,0.09,0,130.408,9.58,63.59793,27.88258,11.286,3.41737,7.86863,58.8,10.73,79.14,7.32,57.29,107.62,43.3,69.28,98.06,28.21,12.52,0,0,,123.81498,0.948927182,0.007436095,0.043636723,
水果類,"牛奶果","星蘋果 Star apple",62.1757,15.8463,0.829,0.28,82.63,0.4147,2.385,12.785,2.6,202.98,10.39,8.53,0,0,16.61,0.0088,0.849,5.093,0.9921,0.072,0,0.6726,0.079,,37.953,7.25,183.06008,0,96.93964,96.93964,0,8.3424,3.4381,32.6882,2.8559,16.3762,23.2634,11.7859,12.6733,22.14,18.362,11.7538,0,,,62.17572,0.917507349,0.03769317,0.044799481,
水果類,"餘甘子","油柑,油甘 Yuganzi; Emblic Leafflower Fruit",42.5991,10.8303,0.285,0.3169,88.13,0.4378,3.8265,2.652,2.304,158.739,14.84,5.258,0,0,15.07,0.0289,1.7759,10.653,0.221,0.021,0,0.2628,0.49,,45.188,184.77,169.4743172,117.9498631,29.4764535,29.4764535,0,6.8419,1.902,7.8904,0.8997,6.56,9.0174,5.403,4.4115,10.9921,4.301,0,0,,,42.599133,0.915255247,0.062265422,0.022479331,
水果類,"嘉寶果","樹葡萄 Jaboticaba",58.5811,15.3209,0.347,0.27,83.87,0.1921,0.706,14.03,0,106.37,2.51,10.42,0.1,0.2,11.71,0.0536,0,0,0.133,0.0055,0.0164,0.0724,0.01,0,17.268,17.46,148.46409,79.31169,42.22422,42.22422,0,11.16,3.33,12.46,1.55,9.56,15.53,8.11,8.17,15.8,4.9,2,0,0,,58.58106,0.941520007,0.038577315,0.019902678,
水果類,"藍莓(台灣)"," Blueberries",53.4889,13.5989,0.527,0.33,85.32,0.2241,1.7926,9.063,0.3,74.56,10.53,4.86,0.27,0,13.05,0.0298,7.9369,47.612,2.2442,0.032,0.0297,0.2702,0.07,0,21.334,6.66,106.5768,35.47764,187.94523,126.78798,61.15725,15.99,4.15,19.2,4.06,14.6,25.72,13.64,14.7,21.89,7.59,5.26,0,0,,53.48886,0.915256747,0.05163879,0.033104463,
蔬菜類,"牛蒡","吳帽,吳某,牛菜,蒡翁菜,鼠黏 Great burdock, edible burdock",84.456,19.1474,2.5407,0.3733,76.8587,1.0799,5.0896,1.2874,14.5052,357.691,45.9415,50.3393,0.7643,0.8136,92.7067,,1.1113,6.6667,0.1253,0.0503,0.0378,0.3058,0.092,,,3.3453,180.483084,125.473596,67.34332,61.400384,5.942936,67.187,24.1765,71.3545,124.0105,53.9495,78.1215,46.1475,55.3595,83.8825,41.0315,9.5785,,,,84.456015,0.884186402,0.036995837,0.078817761,
蔬菜類,"胡蘿蔔平均值","紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍 Carrot",38.547,8.8588,1.1223,0.1263,89.2882,0.6044,2.6444,6.2739,89.4138,197.7852,26.6112,10.8249,0.3265,0.2331,28.8999,0,2072.1689,11273.5557,0.3941,0.0412,0.0394,0.3145,0.1476,,16.474,5.421,12.497385,25.7254155,24.9271995,23.2562505,1.670949,,,,,,,,,,,,,,,38.546877,0.896293622,0.027424556,0.076281822,
蔬菜類,"胡蘿蔔","紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍 Carrot",37.2239,8.4915,1.005,0.1761,89.5656,0.7618,2.7255,5.2298,67.1443,266.5607,29.6825,13.2589,0.471,0.263,38.9928,0,1120.0575,5401.701,0.5649,0.0546,0.0429,0.6058,0.1338,,16.474,5.157,0,0,0,0,0,,,,,,,,,,,,,,,37.223907,0.889666149,0.039597053,0.070736798,
蔬菜類,"向陽二號胡蘿蔔","紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍 Carrot",44.2969,10.6262,0.627,0.1448,88.067,0.535,2.5468,7.318,92.478,101.686,24.154,8.523,0.169,0.257,20.824,,1672.179,10031.068,0.2075,0.038,0.0292,0.1577,0.069,,,6.609,28.65592,58.987176,57.156904,53.325496,3.831408,,,,,,,,,,,,,,,44.296896,0.935554943,0.027360292,0.037084765,
蔬菜類,"澳洲胡蘿蔔(細長型)","紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍 Carrot",34.1201,7.4587,1.735,0.058,90.232,0.5163,2.6608,,108.6191,225.1088,25.9972,10.6929,0.3396,0.1793,26.883,,3231.403,18387.898,0.41,0.031,0.046,0.18,0.24,,,4.497,,,,,,,,,,,,,,,,,,,,34.12009,0.852545524,0.014227981,0.133226495,
蔬菜類,"黃胡蘿蔔","紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍 Carrot",41.802,9.4497,1.073,0.2553,88.357,0.865,4.1325,3.931,64.57,338.481,28.165,12.331,0.311,0,35.313,0.0051,162.2961,973.582,2.0613,0.101,0.0311,0.3221,0.064,,21.831,3.21,66.273327,15.933273,171.584577,156.60102,14.983557,,,,,,,,,,,,,,,41.801951,0.881629424,0.051118691,0.067251885,
蔬菜類,"冷凍胡蘿蔔","紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍 Carrot: frozen",13.3556,2.98,0.47,0.06,96,0.49,2.16,,65,120,36,13,0.49,0.18,25,,3600.48,19200,,0.03,0.03,0.17,0.0059,,,2.4,,,,,,,,,,,,,,,,,,,,13.3556,0.870196771,0.037602204,0.092201024,
蔬菜類,"根菾菜根","甜菜根,火焰菜根 Beet, Beetroot",26.9879,5.9845,1.166,0.0709,91.759,1.0196,1.7055,,236.0628,252.9806,5.3349,14.0035,0.4049,0.4692,14.1668,,0,0,0.08,0.016,0,0.21,0.109,,,3.25,,,,,,,,,,,,,,,,,,,,26.987903,0.864815247,0.021988852,0.113195901,
蔬菜類,"根菾菜根(2023年取樣)","甜菜根,火焰菜根 Beet, Beetroot",36.5782,8.5581,1.222,0,89.25,0.9699,1.9619,5.92,141,284.001,7.56,15.129,0,0,23.9258,0.0678,1.4558,8.733,0.0378,0.016,0,0.5646,0.06,0,73.673,4.08,0,0,0,0,0,30.3121,2.2127,31.3226,0,23.7805,29.3488,19.1483,16.0233,28.9242,13.3668,1.96,0,,,36.57823,0.912471435,0,0.087528565,
蔬菜類,"白蘿蔔平均值","蘿蔔,菜頭,萊菔,蘆萉,仙人骨,大菜,大根 Radish, Chinese radish",17.5798,3.8652,0.5485,0.1277,95.1504,0.3083,1.0894,2.403,46.1228,124.5042,24.3913,8.5556,0.131,0.2638,16.8597,0,0,0,0,0.019,0.0102,0.0948,0.0734,,16.198,13.8872,0,0,0,0,0,,,,,,,,,,,,,,,17.580199,0.857457871,0.060798459,0.081743671,
蔬菜類,"白蘿蔔","蘿蔔,菜頭,萊菔,蘆萉,仙人骨,大菜,大根 Radish, Chinese radish",16.0011,3.3226,0.695,0.146,95.4567,0.3797,1.087,1.657,27.0346,151.1883,23.1981,9.3725,0.262,0.1606,19.2184,0,0,0,0,0.02,0.0154,0.1895,0.0877,,16.198,15.3263,,,,,,,,,,,,,,,,,,,,16.00106,0.809830099,0.07637119,0.113798711,
蔬菜類,"白蘿蔔(長形)","蘿蔔,菜頭,萊菔,蘆萉,仙人骨,大菜,大根 Radish, Chinese radish",19.1585,4.4078,0.402,0.1093,94.844,0.2369,1.0918,3.149,65.211,97.82,25.5845,7.7386,0,0.367,14.501,,0,0,0,0.018,0.005,0,0.059,,,12.448,0,0,0,0,0,,,,,,,,,,,,,,,19.158501,0.897273748,0.047751178,0.054975073,
蔬菜類,"櫻桃蘿蔔","蘿蔔,菜頭,萊菔,小根蘿蔔,二十日蘿蔔,小粒菜頭 Radish, Chinese radish, Radicula radish",10.7028,2.3446,0.595,0,96.539,0.5214,0.9913,,43.0001,236.56,21.9035,7.0451,0.3323,0.236,13.3435,,0,0,0,0.012,0.019,0.118,0.043,,,8.252,,,,,,,,,,,,,,,,,,,,10.70284,0.85434707,0,0.14565293,
蔬菜類,"青蘿蔔","蘿蔔,菜頭,萊菔,綠蘿蔔,綠長蘿蔔,青菜頭,青大根 Radish, Chinese radish",32.66,6.9728,1.809,0.0868,90.099,1.0324,1.6019,,12.7358,391.4332,49.5375,17.0283,0.4192,0.5952,41.7523,,0,0,0,0.054,0.04,0.563,0.379,,,24.97,,,,,,,,,,,,,,,,,,,,32.660016,0.832636457,0.022244815,0.145118729,
蔬菜類,"蘿蔔乾","菜脯乾,菜脯 Radish: dried",57.8833,10.81,2.2,1.19,75.8,10,7.21,,3278.6,400,92,40.5,2.1,0.47,33.5,,0,0,,0.011,0.044,0.44,0.0607,,,0.08,,,,,,,,,,,,,,,,,,,,57.8833,0.72834479,0.172075538,0.099579672,
蔬菜類,"百合鱗片","百合,百合花鱗片,蒜腦藷 Fresh lily bulb",136.6158,32.347,3.793,0.0627,62.428,1.3693,2.671,7.7718,4.219,570.106,10.8984,23.7719,0.783,0.79,65.5306,,0,0,0.096,0.109,0.1271,1.603,0.022,,,8.803,0,0,0,0,0,83.402,50.956,129.357,18.307,84.994,183.096,85.022,103.093,146.819,47.197,59.302,,,,136.615759,0.923416895,0.003841424,0.072741681,
蔬菜類,"乾百合鱗片","乾百合,乾百合花鱗片,乾蒜腦藷 Dry lily bulb",303.9155,68.3864,11.838,0.7399,15.62,3.4157,25.9582,2.7285,89.964,1240.332,30.912,42.743,5.239,2.188,216.162,,0,0,0.337,0.028,0.0116,0.9849,0.053,,,0,206.313716,141.594663,391.991621,348.544693,43.446928,272.364,751.73,452.529,64.492,293.364,589.835,317.561,355.029,505.233,165.231,0,,,,303.915483,0.877569505,0.020377254,0.102053241,
蔬菜類,"芋莖","芋拐,芋橫,芋葉梗 Taro shoot; Dasheen stalk; Taro petiole",19.7972,3.35,1.1,0.46,94.2,0.89,1.5,,4,410,33,15,0.3,0.4,32,,39.167,160,,0.03,0.03,0.4,,,,11,,,,,,,,,,,,,,,,,,,,19.7972,0.65994181,0.194482048,0.145576142,
蔬菜類,"金針菜嫩莖","碧玉筍,金針筍,金針菜梗,軟化金針菜,金針嫩菜芽,萱草菜嫩芽 Day-lily; Common orange Day-lily",23.9964,5.3419,0.7207,0.1523,93.3723,0.4128,2.0698,3.0735,1.076,210.9747,10.2927,5.396,0.1613,0.2683,20.487,0,19.7641,118.5607,0.9643,0.055,0.063,0.3035,0.0442,,75.478,22.7103,71.652581,17.360677,61.497217,48.413124,13.084093,,,,,,,,,,,,,,,23.996395,0.868189159,0.053122604,0.078688236,
蔬菜類,"草石蠶","甘露兒,甘露菜,寶塔菜,地蠶,螺獅菜,土蛹(坊間誤稱為冬蟲夏草) Chinese artichoke",74.8778,18.0406,1.725,0,79.313,0.9214,2.4066,,0.4275,470.8479,27.0529,22.0163,1.1438,0.569,74.2149,,0,0,0.021,0.074,0.079,0.316,0.121,,,4.087,,,,,,,,,,,,,,,,,,,,74.87784,0.939641688,0,0.060358312,
蔬菜類,"球莖甘藍","大頭菜,結頭菜,芥頭,菜菜鵠,菜叩,莖藍,蕪菁蕓苔 Kohlrabi",19.943,3.5837,1.5563,0.2257,94.0487,0.5856,0.8816,2.761,17.6559,260.2204,23.1792,10.437,0.247,0.2849,37.6859,0.0241,0.0159,0.0953,0.0411,0.031,0.0099,0.2882,0.1407,,30.2,52.738,80.996959,47.496308,97.20899,49.419272,47.789718,,,,,,,,,,,,,,,19.943045,0.700817252,0.094725204,0.204457544,
蔬菜類,"孟宗竹筍","毛竹,茅竹,茅茹竹,江南竹,貓竹,貓兒竹,楠竹,南竹,至竹,斑竹(冬筍) Bamboo shoot; Bamboo sprout; Moso bamboo",40.0978,7.3006,3.958,0.15,87.288,1.3034,2.1355,,11.5409,633.5909,55.4963,18.4484,0.5139,1.6844,76.2724,,0,0,1.074,0.066,0.103,0.502,0.194,,,7.246,,,,,,96.662,25.642,107.298,20.866,72.532,124.947,121.516,76.268,126.757,57.449,0,,,,40.0978,0.710072373,0.031310945,0.258616682,
蔬菜類,"熟桂竹筍","桂竹仔筍,石竹仔筍,簍竹,筀竹筍 Bamboo shoot; Bamboo sprout; Makino bamboo",20.846,3.489,2.1323,0.1974,93.7077,0.4736,1.7038,0.2235,67.9358,92.6264,22.2654,4.4345,0.2002,0.3181,45.968,0.0519,0.9344,5.605,0.5204,0.0143,0.0378,0.3287,0.017,,20.26,2.2077,55.872096,11.247852,129.081834,96.899712,32.182122,98.112,14.064,131.5885,41.951,114.254,182.364,98.0145,102.946,167.8475,60.8665,13.4075,,,,20.845964,0.652745059,0.079259371,0.26799557,
蔬菜類,"烏殼綠竹筍","烏殼筍,烏殼綠,烏綠竹,烏腳綠竹筍,烏腳綠仔,四季竹,南洋竹,食用刺竹 Bamboo shoot; Bamboo sprout; Edible bamboo",21.4256,3.7907,1.8233,0.2228,93.589,0.5742,1.7252,1.5769,16.7736,238.4662,10.8945,10.7989,0.3021,0.5657,30.9056,0.0038,0.2276,1.3655,0.2566,0.056,0.0614,0.3561,0.0995,,23.67,4.077,150.268574,32.5914068,37.726724,35.1415756,2.5851484,52.934,6.962,51.01,7.563,38.334,80.785,44.842,50.398,82.543,32.142,7.03,,,,21.425612,0.690002694,0.0870377,0.222959606,
蔬菜類,"茭白筍","茭白,茭筍,茭草,水筍,腳白筍,加白筍,菰,菰菜,菰筍,菰蔣  Water bamboo",20.459,4.0152,1.332,0.1565,93.9913,0.505,2.1139,1.778,5.0048,219.0904,3.3806,7.1788,0.3955,0.1717,38.1595,0.0029,0.4563,2.7373,0.1624,0.051,0.0489,0.4616,0.093,,62.661,5.1877,103.548225,23.33728,29.614495,22.684675,6.92982,,,,,,,,,,,,,,,20.459025,0.765397178,0.064025778,0.170577044,
蔬菜類,"玉米筍","番麥筍,珍珠筍 Baby corn",33.3763,7.0269,1.768,0.16,90.45,0.5951,2.079,3.023,0,219.24,9.13,19.44,0.29,0.46,44.52,0.0553,2.268,13.605,0.1012,0.066,0.1045,0.533,0.13,0,22.095,6.92,120.9096,11.36464,27.72576,25,2.72576,71,8.11,96.24,12.38,64.21,121.61,72.88,77.28,118.97,33,15.4,0,0,,33.37627,0.821089654,0.040124316,0.13878603,
蔬菜類,"麻竹筍","蔴竹,甜竹,巨竹,坭竹,大綠竹,瓦坭竹,巨麻竹,美濃麻竹,吊絲麻竹 Bamboo shoot; Bamboo sprout; Ma bamboo",22.0451,4.4183,1.422,0.13,93.36,0.6697,1.64,2.271,0.55,292,9.75,11.17,0.3,0.43,24.7,0.0734,0,0,0.454,0.012,0.0471,0.2687,0.05,0,22.202,3.25,78.70889,9.51249,38.2837,38.2837,0,52.97,7.13,62.84,4.18,41.19,85.96,45.88,45.64,74.72,27.76,9.29,0,0,,22.04511,0.781641371,0.049357885,0.169000744,
蔬菜類,"冷凍麻竹筍","蔴竹,甜竹,巨竹,坭竹,大綠竹,瓦坭竹,巨麻竹,美濃麻竹,吊絲麻竹 Bamboo shoot: frozen; Bamboo sprout: frozen",17.2648,3.77,0.85,0.04,95.14,0.2,1.7,,22,40,12,7,0.11,0.23,15,,0,0,,0.01,0.02,0,0.0758,,,0,,,,,,,,,,,,,,,,,,,,17.2648,0.851617163,0.019392058,0.128990779,
蔬菜類,"綠竹筍","甜竹,甜竹筍,綠仔筍,綠仔笋,綠竹笋 Bamboo shoot; Bamboo sprout; Green bamboo",24.9617,4.7427,1.7175,0.2348,92.6235,0.6815,1.6663,2.2001,0.362,302.8965,10.0255,10.5067,0.771,0.9094,41.5813,,0,0,0.3855,0.069,0.057,0.2167,0.0785,,,5.013,150.689944,25.341964,54.86102,50.3646,4.111348,,,,,,,,,,,,,,,24.961656,0.740997713,0.078731796,0.180270492,
蔬菜類,"帶殼熟綠竹筍","甜竹,甜竹筍,綠仔筍,綠仔笋,綠竹笋 Bamboo shoot; Bamboo sprout; Green bamboo",25.2944,4.9425,2.01,0.0899,92.425,0.5326,1.8772,1.8844,1.393,235.961,8.492,9.069,0.399,0.679,38.309,,36.6587,219.908,0.22,0.115,0.0423,0.6615,0.04,,7.382,0,,,,,,61.86,34.87,70.962,17.135,47.063,87.455,46.699,49.592,80.231,31.394,0,,,,25.294413,0.762055637,0.02974819,0.208196174,
蔬菜類,"沙拉筍塊","涼筍 Bamboo shoot chips",23.7743,4.8353,1.5635,0.098,93.0855,0.4177,1.7265,2.991,7.9176,162.0461,8.8192,5.9763,0.5816,0.4519,28.2634,0.0265,0,0,0.319,0.008,0.034,0.2968,0.008,,10.232,0.491,,,,,,61.336,10.271,59.225,14.971,45.901,89.449,41.088,62.427,103.247,30.821,12.895,,,,23.7743,0.793195594,0.034501962,0.172302444,
蔬菜類,"熟箭竹筍","箭筍,台灣箭竹,矢竹仔,玉山箭竹 Kunishi cane, Usawa cane:cooked",19.7042,2.9456,2.0968,0.3253,93.5818,1.0505,2.1067,0,342.7717,1.8986,53.8405,2.3155,0.5421,0.1617,24.0889,0.0603,0,0,0.5825,0.0035,0.0052,0.3223,0,,9.676,0.2913,80.0911371,19.3511211,114.5488649,81.773914,32.7749509,94.2145,10.8228,114.059,35.429,93.1318,174.1108,84.162,98.1748,150.7593,49.2663,2.6803,,,,19.704217,0.583014286,0.138181639,0.278804075,
蔬菜類,"白蘆筍","野天門冬,松葉土當歸,石刁柏,龍鬚菜 Asparagus",25.2835,4.9074,1.8453,0.1565,92.572,0.5188,1.8322,,3.5594,204.2664,10.1123,8.8303,0.7282,0.5149,35.323,,27.2277,163.3333,0.063,0.094,0.0613,0.7277,0.1002,,,16.6687,51.727632,54.636967,50.1346185,50.1346185,0,,,,,,,,,,,,,,,25.283451,0.756971823,0.05180879,0.191219387,
蔬菜類,"綠蘆筍平均值","野天門冬,松葉土當歸,石刁柏,龍鬚菜 Asparagus, Spargel, Asperge, Gardon asparagus",21.8875,3.4677,2.6543,0.1684,93.0322,0.6775,1.2023,1.6625,4.3052,264.4967,13.7633,14.9929,1.0579,0.7689,51.8574,0.0673,56.7338,340.335,0.4702,0.1007,0.1125,1.0605,0.0941,0,31.0145,12.7769,143.958424,6.636644,17.8051004,11.4687136,6.3363868,67.8434,16.7899,100.3909,23.1127,66.2812,102.5785,49.2575,67.25,100.7185,44.2748,14.2329,0,0,,21.887804,0.617879711,0.064396958,0.317723331,
蔬菜類,"綠蘆筍","野天門冬,松葉土當歸,石刁柏,龍鬚菜 Asparagus",22.2906,4.4582,1.348,0.1639,93.4477,0.5822,1.4194,1.696,6.0314,219.6153,15.1551,10.9698,0.9677,0.324,46.7989,0.0464,132.6855,795.954,0.5017,0.0687,0.1266,0.9792,0.103,,26.837,9.7287,136.826998,12.918598,14.154404,10.856736,3.297668,51.5405,8.596,67.6815,15.067,45.601,74.5875,33.5905,47.4205,80.7145,30.3255,5.3885,,,,22.290583,0.780014592,0.061543612,0.158441796,
蔬菜類,"澳洲綠蘆筍(粗短型)","野天門冬,松葉土當歸,石刁柏,龍鬚菜 Asparagus",20.4908,3.1337,2.54,0.1929,93.361,0.7724,1.2288,,3.11,261.0848,14.2873,14.978,1.1581,0.7215,54.5484,,0,0,0.5213,0.079,0.086,1.077,0.061,,,7.65,,,,,,67.712,15.015,110.276,29.422,64.678,91.684,50.43,63.882,78.145,56.042,14.83,,,,20.490803,0.596434898,0.078795009,0.324770093,
蔬菜類,"綠蘆筍(細短型)","野天門冬,松葉土當歸,石刁柏,龍鬚菜 Asparagus",22.9636,3.242,3.26,0.2125,92.541,0.7445,1.2103,,3.4795,331.8265,11.8474,20.9838,1.2959,1.3702,69.0921,,72.7394,436.349,0.1108,0.144,0.173,1.169,0.172,,,19.538,,,,,,90.391,29.967,124.908,32.64,89.601,134.825,60.59,89.564,133.14,55.552,36.713,,,,22.963625,0.550601223,0.077454017,0.37194476,
